content.text,manuel_intent,manuel_category,manuel_sentiment
"Teşekkürler! Düğün tarihiniz olarak **Eylül** ayını not aldım.

Şimdi, toplam organizasyon bütçenizi öğrenebilir miyim? Böylece Ankara Çankaya ve Gölbaşı’nda size en uygun düğün organizasyon firmalarını önerebilirim.

Ek olarak, tahmini davetli sayınızı da belirtir misiniz? Bu bilgilerle daha doğru öneriler sunabilirim.",Bot Yanıtı,Bot,Nötr
500,,,
"Harika, tahmini **500 kişilik** bir düğün organizasyonu planlıyorsunuz.

Şimdi son olarak, toplam organizasyon bütçenizi öğrenebilir miyim? Böylece size en uygun firmaları önerebilirim.

Ayrıca, dilerseniz organizasyonunuzda özellikle istediğiniz bir tema, konsept veya ekstra hizmet (dekorasyon, ışık, ses, dans gösterisi vb.) var mı? Bunları da belirtirseniz, önerilerimi daha iyi kişiselleştirebilirim.",Bot Yanıtı,Bot,Nötr
Herşey dahil müzik ışık kamers nikah vs,,,
"Çok güzel! **Her şey dahil** bir düğün organizasyonu istiyorsunuz; yani müzik, ışık, kamera, nikah alanı ve diğer tüm detaylar dahil olacak şekilde.

Şimdi, bu kapsamlı organizasyon için **toplam bütçenizi** paylaşabilir misiniz? Böylece Ankara Çankaya ve Gölbaşı’nda size en uygun firmaları sıralayabilirim.

Ek olarak, açık hava mı yoksa kapalı alan mı tercih ediyorsunuz? Yoksa her ikisi de olabilir mi?",Bot Yanıtı,Bot,Nötr
Kapalı nikah açık olabilir,,,
"Not aldım! Yani, **nikah kısmı açık alanda**, devamı ise **kapalı alanda** olabilir şeklinde hibrit bir organizasyon düşünüyorsunuz.

Şimdi, son olarak toplam bütçenizi öğrenebilir miyim? Böylece Ankara Çankaya ve Gölbaşı’nda, her şey dahil (müzik, ışık, kamera, nikah vs.) hizmet sunan ve hem açık hem kapalı alanı olan organizasyon firmalarını önerebilirim.

Yaklaşık toplam bütçenizi belirtir misiniz?",Bot Yanıtı,Bot,Nötr
Kişi başı 1.000 civarı,,,
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",,,
"Şu anda Ankara Çankaya ve Gölbaşı’nda, kişi başı yaklaşık **1.000 TL** bütçeyle, hem açık hem kapalı alanı olan ve her şey dahil (müzik, ışık, kamera, nikah vs.) düğün organizasyonu sunan firmalar için uygun sonuç bulamadım.

Ancak, kriterlerinizi biraz esnetirsek (örneğin yakın ilçeleri de dahil edersek veya bütçede küçük bir değişiklik yaparsak) size alternatifler sunabilirim.

İsterseniz:
- **Yakın ilçeleri** de dahil edebilirim (Örneğin: Mamak, Yenimahalle, Etimesgut gibi).
- **Bütçenizi** biraz artırabilir veya kişi sayısını azaltabilirsiniz.
- Ya da, bazı hizmetleri paketten çıkararak daha uygun fiyatlı seçenekler önerebilirim.

Kriterlerinizde bir değişiklik yapmak ister misiniz, yoksa başka bir arama yapmamı ister misiniz?",Bot Yanıtı,Bot,Nötr
Conversation resolved automatically.,,,
"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Bot Yanıtı,Bot,Nötr
Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Bot Yanıtı,Bot,Nötr
Sünnet,Mekan Arayışı,Sünnet Düğünü,Nötr
"Harika, sünnet organizasyonu için yardımcı olabilirim. Size en uygun mekan veya organizasyon firmasını önerebilmem için birkaç bilgiye daha ihtiyacım olacak.

Öncelikle, **sünnet etkinliğini hangi şehir ve ilçede yapmak istiyorsunuz?**",Bot Yanıtı,Bot,Nötr
Gebze,,,
"Teşekkürler! **Gebze**’de sünnet organizasyonu için seçenekleri araştıracağım.

Bir sonraki adımda, nasıl bir hizmet aradığınızı öğrenmek isterim:
- **Sünnet düğünü mekanı** mı arıyorsunuz?
- Yoksa **sünnet organizasyonu firması** mı arıyorsunuz?
- Her ikisi de olabilir tabii!

Hangisini tercih edersiniz?",Bot Yanıtı,Bot,Nötr
Davetiye,Ürün Arayışı,Tüm Düğün Firması,Nötr
"Anladım, **sünnet davetiyesi** arıyorsunuz. Size uygun davetiye firmalarını önerebilmem için birkaç bilgiye daha ihtiyacım olacak:

1. **Tahmini kaç adet davetiye**ye ihtiyacınız var?
2. Davetiyenizde özel bir tema veya tasarım tercihiniz var mı?
3. Bütçeniz nedir? (Kişi başı veya toplam bütçe belirtebilirsiniz.)

Bu bilgileri paylaşırsanız, Gebze ve çevresinde size en uygun davetiye firmalarını önerebilirim.",Bot Yanıtı,Bot,Nötr
300,,,
"Teşekkürler! 300 adet sünnet davetiyesi için firmaları önerebilmem adına son birkaç bilgiye daha ihtiyacım var:

1. **Davetiyeniz için belirlediğiniz bir bütçe var mı?** (Toplam veya adet başı fiyat belirtebilirsiniz.)
2. Özel bir tema, renk veya tasarım tercihiniz var mı? (Klasik, modern, çizgi film karakterli, sade vb.)

Bu detayları da paylaşırsanız, Gebze ve yakın ilçelerde size en uygun davetiye firmalarını hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
Klasik,,,
"Harika, **klasik tasarımlı** sünnet davetiyesi arıyorsunuz ve 300 adet ihtiyacınız var. Son olarak, bütçenizi da öğrenebilir miyim? (Toplam veya adet başı yaklaşık bir fiyat aralığı belirtirseniz, en uygun firmaları önerebilirim.)

Örneğin:  
- Adet başı 5 TL’ye kadar  
- Toplamda 1500 TL’ye kadar gibi

Bütçenizi belirtmezseniz de genel öneriler sunabilirim. Nasıl ilerlememi istersiniz?",Bot Yanıtı,Bot,Nötr
Genel,,,
,,,
,,,
Davetiye mekanı,,,
"Anladım, **sünnet davetiyesi** için mekan değil, davetiye tasarımı ve basımı yapan firmalar arıyorsunuz. Gebze ve çevresinde klasik tasarımlı davetiye hizmeti sunan firmaları önerebilmem için son bir bilgiye ihtiyacım var:

- Davetiyelerinizi **online sipariş** ile mi almak istersiniz, yoksa **Gebze’de mağazası olan bir firmadan** mı almak istersiniz?

Bu tercihinizi belirtirseniz, size en uygun davetiye firmalarını hemen önereceğim!",Bot Yanıtı,Bot,Nötr
Gebze magaza,,,
,,,
,,,
Conversation resolved automatically.,,,
"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Bot Yanıtı,Bot,Nötr
Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Bot Yanıtı,Bot,Nötr
Sünnet,Mekan Arayışı,Sünnet Düğünü,Nötr
"Harika! **Sünnet** organizasyonu için yardımcı olabilmem adına birkaç detay daha öğrenmem gerekiyor:

1. **Ne tür bir hizmet arıyorsunuz?**  
   - Sünnet düğünü mekanı  
   - Sünnet organizasyonu  
   - Sünnet fotoğrafçısı  
   - Diğer (belirtmek ister misiniz?)

2. **Etkinliği hangi şehir ve ilçede yapmak istiyorsunuz?**

3. **Tahmini davetli sayınız kaç olacak?**

4. **İkram tercihiniz nedir?**  
   - Yemekli  
   - Kokteyl  
   - Pasta ve meşrubat

Bu bilgileri paylaşırsanız, size en uygun önerileri sunabilirim!",Bot Yanıtı,Bot,Nötr
Sünnet düğünü yemekli,Ürün Arayışı,Catering,Nötr
"Çok güzel! **Yemekli sünnet düğünü** için mekan arıyorsunuz. Size en uygun mekanları önerebilmem için birkaç bilgiye daha ihtiyacım var:

1. **Etkinliği hangi şehir ve ilçede yapmak istiyorsunuz?**
2. **Tahmini davetli sayınız kaç olacak?**
3. **Kişi başı bütçeniz nedir?** (Yaklaşık bir rakam belirtirseniz, en uygun seçenekleri sunabilirim.)
4. **Etkinlik için düşündüğünüz tarih belli mi?** (Yaklaşık bir ay veya gün belirtmeniz yeterli.)

Bu bilgileri paylaşırsanız, hemen size uygun mekan önerilerimi hazırlayabilirim!",Bot Yanıtı,Bot,Nötr
İstanbul  Gop,,,
"Teşekkürler! **İstanbul Gaziosmanpaşa** (GOP) bölgesinde yemekli sünnet düğünü için mekan arıyorsunuz.

Şimdi birkaç küçük bilgi daha rica edeceğim:
1. **Tahmini davetli sayınız kaç olacak?**
2. **Kişi başı bütçeniz nedir?** (Yaklaşık bir rakam belirtirseniz, en uygun mekanları önerebilirim.)
3. **Etkinlik için düşündüğünüz tarih belli mi?** (Ay veya gün olarak belirtmeniz yeterli.)

Bu bilgileri paylaşırsanız, hemen GOP ve yakın ilçelerdeki en uygun mekan önerilerimi sunabilirim!",Bot Yanıtı,Bot,Nötr
500 kişilik Kasım ayında,,,
"Harika, bilgiler için teşekkürler! Şu anda elimde şunlar var:

- **Şehir/İlçe:** İstanbul, Gaziosmanpaşa  
- **Etkinlik:** Yemekli sünnet düğünü  
- **Davetli sayısı:** 500 kişi  
- **Tarih:** Kasım ayı

Şimdi, size en uygun mekanları önerebilmem için son bir bilgiye daha ihtiyacım var:

**Kişi başı bütçeniz nedir?** (Örneğin: 500 TL, 1000 TL gibi bir rakam belirtirseniz, en uygun seçenekleri sunabilirim.)

Ayrıca, isterseniz Gaziosmanpaşa’ya komşu ilçelerde de (örneğin Eyüpsultan, Bayrampaşa, Sultangazi) mekan önerileri sunabilirim. Komşu ilçeleri de dahil etmemi ister misiniz?",Bot Yanıtı,Bot,Nötr
500tl,,,
"Çok teşekkürler! Şu an elinizdeki bilgilerle özetliyorum:

- **Şehir/İlçe:** İstanbul, Gaziosmanpaşa (ve isterseniz komşu ilçeler)
- **Etkinlik:** Yemekli sünnet düğünü
- **Davetli sayısı:** 500 kişi
- **Tarih:** Kasım 2025
- **Kişi başı bütçe:** 500 TL

Komşu ilçeler olan **Eyüpsultan, Bayrampaşa ve Sultangazi**’de de mekanlara bakmamı ister misiniz, yoksa sadece Gaziosmanpaşa ile mi ilerleyelim? 

Onay verirseniz hemen en uygun mekanları listeleyebilirim!",Bot Yanıtı,Bot,Nötr
Gaziosmanpaşa,,,
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",,,
"Şu anda **Gaziosmanpaşa** ilçesinde, 500 kişilik ve kişi başı 500 TL bütçeyle Kasım ayında yemekli sünnet düğünü için uygun bir mekan bulamadım.

Dilerseniz:
- **Komşu ilçelerde** (Eyüpsultan, Bayrampaşa, Sultangazi) arama yapabilirim,
- Veya davetli sayısı ya da bütçede küçük bir esneme yapmayı düşünebilirsiniz.

Kriterlerinizde bir değişiklik yapmak ister misiniz, yoksa komşu ilçelerde de mekan bakmamı ister misiniz?",Bot Yanıtı,Bot,Nötr
Ola bilir,,,
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
,,,
Conversation resolved automatically.,,,
"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Bot Yanıtı,Bot,Nötr
Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Bot Yanıtı,Bot,Nötr
Düğün,Mekan Arayışı,Düğün Mekanları,Nötr
"Harika, düğün için mekan veya hizmet arıyorsunuz. Size en uygun önerileri sunabilmem için birkaç bilgiye daha ihtiyacım olacak.

Öncelikle, düğününüzü hangi şehir ve ilçede yapmak istiyorsunuz?",Bot Yanıtı,Bot,Nötr
Mersin liva otel 250 kisi kapasite yemeksiz,Mekan Arayışı,Otelde Düğün,Nötr
"Çok teşekkürler! Şu ana kadar verdiğiniz bilgiler:

- **Şehir:** Mersin
- **Mekan tercihi:** Liva Otel
- **Kapasite:** 250 kişi
- **İkram tercihi:** Yemeksiz (pasta ve meşrubat)
- **Etkinlik türü:** Düğün

Dilerseniz, Liva Otel dışında Mersin’de veya yakın ilçelerde benzer kapasitede başka düğün mekanları da önerebilirim. Ayrıca, bütçenizi de belirtirseniz size en uygun seçenekleri sunabilirim.

Devam edebilmem için:
- **Tahmini düğün tarihinizi** paylaşabilir misiniz?
- **Toplam bütçeniz** nedir? (Veya kişi başı bütçeniz varsa belirtir misiniz?)

Bu bilgilerle size en uygun mekanları hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
Eylül ayında düşünüyoruz,,,
"Çok güzel, Eylül ayında 250 kişilik, yemeksiz (pasta ve meşrubat) bir düğün planlıyorsunuz ve Mersin Liva Otel’i düşünüyorsunuz.

Son olarak, bütçenizi de öğrenebilir miyim?  
Örneğin, toplamda veya kişi başı olarak ayırdığınız bir bütçe var mı?  
Bütçenizi belirtirseniz, Liva Otel’e benzer alternatif mekanları da sunabilirim.

Ayrıca, Liva Otel dışında başka bir ilçe veya yakın bölgelerde de mekan önerisi ister misiniz? (Örneğin: Yenişehir, Mezitli gibi Mersin’in komşu ilçeleri)

Bilgilerinizi paylaştığınızda hemen en uygun mekanları listeleyebilirim!",Bot Yanıtı,Bot,Nötr
Fiyatlar ne kadar,,,
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",,,
"Şu anda Mersin'de, Eylül ayında, 250 kişilik ve yemeksiz (pasta & meşrubat) düğün için Liva Otel veya benzer mekanların güncel fiyat bilgilerine ulaşamıyorum. Ancak, genel olarak Mersin'deki otel düğünlerinde kişi başı fiyatlar yemeksiz paketlerde **1.000 TL - 2.500 TL** arasında değişebiliyor. Toplamda ise 250 kişi için yaklaşık **250.000 TL - 625.000 TL** arası bir bütçe gerekebilir.

Fiyatlar; seçilen tarih, ekstra hizmetler (dekorasyon, DJ, fotoğrafçı vs.), ve otelin sunduğu paketlere göre değişiklik gösterebilir.  
**Liva Otel**’in güncel fiyatlarını ve müsaitlik durumunu öğrenmek için doğrudan otelle iletişime geçmenizi öneririm.

Dilerseniz, Mersin’in **Yenişehir** veya **Mezitli** gibi komşu ilçelerinde de benzer kapasitede ve farklı fiyat aralıklarında mekanlar önerebilirim.  
Alternatif mekanlara da bakmak ister misiniz?  
Ya da bütçenizi belirtirseniz, ona uygun seçenekler sunabilirim!",Bot Yanıtı,Bot,Nötr
"100.000,00 tl bütçe ile liva otelde 250 kisi yemeksiz",,,
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",,,
,,,
"Belirttiğiniz **100.000 TL bütçe** ile, **Liva Otel’de 250 kişilik yemeksiz düğün** için şu anda doğrudan uygun bir sonuç bulamıyorum. 

Mersin’de otel düğünlerinin fiyatları genellikle bu bütçenin üzerinde olabiliyor. Ancak, bütçenize uygun alternatifler bulabilmem için aşağıdaki seçenekleri değerlendirebiliriz:

- **Farklı bir mekan türü** (düğün salonu, kır bahçesi, sosyal tesis gibi) düşünmek ister misiniz?
- **Komşu ilçelerde** (Yenişehir, Mezitli gibi) daha uygun fiyatlı mekanlara bakmamı ister misiniz?
- **Davetli sayısını** biraz azaltmak veya farklı bir ikram seçeneği düşünmek ister misiniz?

Kriterlerinizi biraz esnetirseniz, size uygun mekanları hemen önerebilirim. Nasıl ilerlemek istersiniz?",Bot Yanıtı,Bot,Nötr
Conversation resolved automatically.,,,
Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Bot Yanıtı,Bot,Nötr
"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Bot Yanıtı,Bot,Nötr
Kına,Mekan Arayışı,Diğer Davet Mekanları,Nötr
"Harika, **kına gecesi** için yardımcı olabilirim! Öncelikle, nasıl bir hizmet aradığınızı öğrenebilir miyim? 

Aşağıdakilerden hangisi sizin için uygun?
- **Kına Gecesi Mekanı** (Salon, otel, davet alanı vb.)
- **Kına Gecesi Organizasyonu** (Süsleme, dans ekibi, kına tahtı vb.)
- Her ikisi

Hangisini arıyorsunuz, yoksa başka bir hizmet mi düşünüyorsunuz?",Bot Yanıtı,Bot,Nötr
Her ikiisi,,,
"Çok güzel! Hem **kına gecesi mekanı** hem de **organizasyon hizmeti** için yardımcı olacağım.

Size en uygun önerileri sunabilmem için birkaç bilgiye daha ihtiyacım var:

1. **Kına gecenizi hangi şehir ve ilçede yapmak istiyorsunuz?**
2. **Tahmini tarih** belli mi? (Yıl-ay veya tam tarih olarak yazabilirsiniz.)
3. **Kaç davetli** olmasını planlıyorsunuz?
4. **Bütçeniz** hakkında bilgi verebilir misiniz? (Kişi başı veya toplam bütçe)

Bu bilgileri paylaşırsanız, size en uygun mekan ve organizasyon firmalarını önerebilirim!",Bot Yanıtı,Bot,Nötr
Ankara altındağ ilçesinde 3 agustos 2025 tarihinde saat 4 5 gibi toplam 50 100 arası bütcem düşük,,,
"Teşekkürler, verdiğiniz bilgilerle özetleyeyim:

- **Etkinlik:** Kına gecesi (mekan + organizasyon)
- **Şehir/İlçe:** Ankara, Altındağ
- **Tarih:** 3 Ağustos 2025, saat 16:00-17:00 arası
- **Davetli sayısı:** 50-100 kişi arası
- **Bütçe:** Düşük

Daha iyi yardımcı olabilmem için son bir detay rica edeceğim:  
**İkram tercihiniz nedir?**  
- Yemekli  
- Kokteyl  
- Sadece pasta ve meşrubat  
Hangisi sizin için daha uygun olur?",Bot Yanıtı,Bot,Nötr
Yemekli,Ürün Arayışı,Catering,Nötr
"Harika! **Yemekli** bir kına gecesi için Ankara Altındağ ve yakın ilçelerde, düşük bütçeye uygun mekan ve organizasyon firmalarını araştıracağım.

Son olarak, kişi başı yaklaşık bir bütçe aralığı belirtebilir misiniz? (Örneğin: kişi başı 300 TL, 500 TL gibi)  
Eğer net bir rakam yoksa, “en uygun fiyatlı” seçenekleri önermemi ister misiniz?",Bot Yanıtı,Bot,Nötr
Evet en uygun fiyat,,,
,,,
,,,
Toplam kaç tl 80 kili yemekli ?,,,
"Tabii, hemen hesaplayalım! Size önerdiğim mekanlarda kişi başı **en uygun fiyatlar** üzerinden 80 kişilik yemekli kına gecesi için yaklaşık toplam maliyetleri aşağıda bulabilirsiniz:

---

### 1. [New Mahall Kır Düğünü (Yenimahalle)](https://dugunbuketi.com/fiyati/new-mahall-kir-dugunu-nisan-soz-mekanlari-yenimahalle-ankara?booking=1&utm_source=website&utm_medium=chatbot&utm_campaign=get_offer&utm_id=beta_chatbot_v1)
- **Kişi başı fiyat:** 300 TL’den başlıyor
- **80 kişi için toplam:**  
  **300 TL x 80 = 24.000 TL**

---

### 2. [Hayal Kına Konağı (Altındağ)](https://dugunbuketi.com/fiyati/hayal-kina-konagi-kina-gecesi-mekanlari-altindag-ankara?booking=1&utm_source=website&utm_medium=chatbot&utm_campaign=get_offer&utm_id=beta_chatbot_v1)
- **Kişi başı fiyat:** 500 TL’den başlıyor
- **80 kişi için toplam:**  
  **500 TL x 80 = 40.000 TL**

---

### 3. [Kalıpçızade Çayyolu Bride (Çankaya)](https://dugunbuketi.com/fiyati/kalipcizade-cayyolu-bride-kina-gecesi-mekanlari-cankaya-ankara?booking=1&utm_source=website&utm_medium=chatbot&utm_campaign=get_offer&utm_id=beta_chatbot_v1)
- **Kişi başı fiyat:** 500 TL’den başlıyor
- **80 kişi için toplam:**  
  **500 TL x 80 = 40.000 TL**

---

### 4. [Saklı Kır Bahçesi (Altındağ)](https://dugunbuketi.com/fiyati/sakli-kir-bahcesi-kina-altindag-ankara?utm_source=website&utm_medium=chatbot&utm_campaign=view_place&utm_id=beta_chatbot_v1)
- **Toplam fiyat:** 10.000 TL’den başlıyor  
  (Kişi başı fiyat belirtilmemiş, toplam fiyat üzerinden değerlendirebilirsiniz.)

---

### 5. [Ferhunde Hanım Konağı (Altındağ)](https://dugunbuketi.com/fiyati/ferhunde-hanim-konagi-kina-gecesi-mekanlari-altindag-ankara?utm_source=website&utm_medium=chatbot&utm_campaign=view_place&utm_id=beta_chatbot_v1)
- **Toplam fiyat:** 40.000 TL’den başlıyor

---

**Not:** Fiyatlar başlangıç fiyatlarıdır. İçerik ve hizmet detaylarına göre değişiklik gösterebilir. Size en uygun olanı seçmek veya daha fazla bilgi almak için “Teklif Al” butonlarını kullanabilirsiniz.

Başka bir mekan veya hizmet hakkında bilgi almak ister misiniz? Yardımcı olmamı ister misiniz?",Bot Yanıtı,Bot,Nötr
